channel_id,video_id,comment_id,date,author,comment_text,sentiment
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgxdM4qLbCXs8DktgNx4AaABAg,2022-01-20T17:58:49Z,Oguzhan Ercüment,"Hauptsache die ganzen Willis und Wolfgangs  über die Türkei und Russland schimpfen, wie ""undemokratisch"" es dort wäre, aber vor der eigenen Haustür sieht es viel schlimmer aus HAHAHAHAHAHAHAAHHAHAAH",negative
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgzAyAUMnCwLVyROFkJ4AaABAg,2022-01-13T22:21:17Z,Lars Evens,Er war bloß doch ein großes Arschloch. Sonst nichts.,neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgzXw-Ls0JUhb6sJryd4AaABAg,2022-01-13T20:00:54Z,Thomas Arnhold,Schämen Sie sich!,negative
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,Ugzvc7HhnbgWTC16xd94AaABAg.9X1PsUVUusS9boGBi2BWHG,2022-06-03T10:33:36Z,Lili L,🇵🇸 🇵🇸 🇵🇸 🇵🇸,neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgyKQHz9b--Affj62S94AaABAg,2022-01-09T11:33:54Z,Udo Sonntag,"Herr Kurz ! Willkommen im Club ! ..bei  Tony Blair !  Britischer Bericht zum Irakkrieg : :Voreilig, kriegerisch und planlos .
Die Kommission zum Irakkrieg kritisiert die Eile und Planlosigkeit von Tony Blairs Regierung. Hinterbliebene von Soldaten erwägen nun Klagen gegen die Regierung.",neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,Ugy06Tmopg1XMirtRId4AaABAg.9WmdEf4AIut9fsXy2qS4RZ,2022-09-12T12:31:26Z,Leo Mutombo,https://www.youtube.com/watch?v=qPPiIv96Xpc,neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,Ugy06Tmopg1XMirtRId4AaABAg.9WmdEf4AIut9dDGpAnxTus,2022-07-08T09:30:47Z,Leo Mutombo,https://www.youtube.com/watch?v=qPPiIv96Xpc,neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,Ugy06Tmopg1XMirtRId4AaABAg.9WmdEf4AIut9Wz-svcaO_A,2022-01-09T11:34:22Z,Udo Sonntag,"Herr Kurz ! Willkommen im Club ! ..bei  Tony Blair !  Britischer Bericht zum Irakkrieg : :Voreilig, kriegerisch und planlos .
Die Kommission zum Irakkrieg kritisiert die Eile und Planlosigkeit von Tony Blairs Regierung. Hinterbliebene von Soldaten erwägen nun Klagen gegen die Regierung.",neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgzjzKOxYkvInN8apWZ4AaABAg,2022-01-03T03:31:37Z,Margrit Schneeberger,Ein Schwurbler Par-Excellence.,neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgzMG_DYX2T5zEiRXcR4AaABAg.9WfNIbzQKMj9Wz-uzGefWE,2022-01-09T11:34:39Z,Udo Sonntag,"Herr Kurz ! Willkommen im Club ! ..bei  Tony Blair !  Britischer Bericht zum Irakkrieg : :Voreilig, kriegerisch und planlos .
Die Kommission zum Irakkrieg kritisiert die Eile und Planlosigkeit von Tony Blairs Regierung. Hinterbliebene von Soldaten erwägen nun Klagen gegen die Regierung.",neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgwJb7xAn0eckS6-tvp4AaABAg.9Weikpnc5k99Wz-w3qmNY6,2022-01-09T11:34:48Z,Udo Sonntag,"Herr Kurz ! Willkommen im Club ! ..bei  Tony Blair !  Britischer Bericht zum Irakkrieg : :Voreilig, kriegerisch und planlos .
Die Kommission zum Irakkrieg kritisiert die Eile und Planlosigkeit von Tony Blairs Regierung. Hinterbliebene von Soldaten erwägen nun Klagen gegen die Regierung.",neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgzuAN6iS6i1R3mMdZp4AaABAg,2021-12-31T17:19:10Z,PopulousTV,Bye bye korrupte marionette. Es ist ausserdem nur Zufall dass er jetzt für pharma und geheimdienst arbeitet.,neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,Ugwih_-TtS8AWuZqB7h4AaABAg.9W_ldR4UPai9Wz-xprroFR,2022-01-09T11:35:03Z,Udo Sonntag,"Herr Kurz ! Willkommen im Club ! ..bei  Tony Blair !  Britischer Bericht zum Irakkrieg : :Voreilig, kriegerisch und planlos .
Die Kommission zum Irakkrieg kritisiert die Eile und Planlosigkeit von Tony Blairs Regierung. Hinterbliebene von Soldaten erwägen nun Klagen gegen die Regierung.",neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,Ugy2Pu-7NIKp-2alS194AaABAg,2021-12-30T00:47:12Z,Ettibridget,He looks like a young prince Charles...,neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,Ugzdb0MCkX-MwEMX64t4AaABAg,2021-12-27T18:10:55Z,Robert B,"was für ein geschwurbel
und dann flucht in die usa
möge dich ein sehr kurzes Leben ereilen",positive
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgxQSqzk8tumgCSbV2V4AaABAg.9WQKi2AC0pg9cgt4MU2x03,2022-06-25T10:19:36Z,Tomas Luegger,"ERST HAT ER ÖSTERREICH RUINIERT, JETZT GEHT ER NACH AMERIKA UND TREIBT AMERIKA IN DEN RUIN",neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgxQSqzk8tumgCSbV2V4AaABAg.9WQKi2AC0pg9WaJtq64Sac,2021-12-30T21:28:15Z,graffity_X,"@Le Predator aso, ne, sorry, 
ich bin jünger als 23, männlich und benutze Insta ziemlich selten :D",neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgxQSqzk8tumgCSbV2V4AaABAg.9WQKi2AC0pg9WaAc_mQiSV,2021-12-30T20:07:15Z,Le Predator,"@graffity_X Richtig, er hätte das aber ganz sicher kassieren können und erst in 6 Monaten die Funktion übernehmen

Wen interessierts? Is mir gleich egal als wenn er Biden Fan wäre und sich täglich 3/4 seines Ringfingers in den Anus schieben muss um zum Höhepunkt zu kommen
Du bist sicher eine u. 23 Jährige Emily die in ihrem Leben bisher keinen anständigen Job hatte, she/them pronouns in ihrem Instaprofil stehen hat und meint ihre Expertise wird gebraucht um die Welt zu verbessern",neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgxQSqzk8tumgCSbV2V4AaABAg.9WQKi2AC0pg9W_FyHhLVsv,2021-12-30T11:34:40Z,graffity_X,"​@Le Predator das steht ihm nur zu, solange er keinen Job hat. Und den hat er jetzt bei einem Trump Fan, der offen die Demokratie ablehnt",neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgxQSqzk8tumgCSbV2V4AaABAg.9WQKi2AC0pg9WUp1E_Jh4m,2021-12-28T08:54:20Z,Le Predator,"Was soll er denn machen? Optionen in der Politik gehen derzeit nicht, immerhin verzichtet er auf sein ihm zustehendes „Pensionsgehalt“ von 75k",neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgxU0Obf4Dt2nAUGdot4AaABAg,2021-12-26T11:18:18Z,Bandit,Hochmut kommt vor dem Fall!,neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgxUqfrnvJu2YR2B2B54AaABAg,2021-12-25T21:42:26Z,Träumerle,"Aus einem langweiligen Politclown wird nicht urplötzlich etwas interessantes, da die Maschine im Kopf quer gestellt hat und überhaupt keine anderen Gedanken zulässt. Ändert dieser Politclown hingegen etwas am Sprachmuster und denkt sich anstelle eines Hauses welches auch Gutsipuff heißen könnte mehrere Dinge, haben die kleinen Rädchen im Hohlkörper plötzlich einen anderen Gedankengang gefunden, welcher sich von der vorher eingetrichtert bekommenen Masse aus einem Schubkarren im Kuhstall regelrecht abhebt. Denk mal drüber nach und vielleicht wirst du es vor deinem Grabgang noch begriffen haben.",neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgwZB58NYAryLHAsmP94AaABAg,2021-12-24T00:12:09Z,Jason Morris,"""Ein Volk, das korrupte Politiker, Betrüger, Diebe und Verräter wählt, sind keine Opfer, sondern Komplizen.""",neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgyyKaQadLQ2McCX0VB4AaABAg,2021-12-21T23:31:26Z,Thomas Boyd,Does Father Casey love me yes he gay that why wants you Thomas.,neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgxP4AXiTdt1DHJj4bd4AaABAg.9WEMf3Pfjks9fsY9JThvs9,2022-09-12T12:33:06Z,Leo Mutombo,https://www.youtube.com/watch?v=qPPiIv96Xpc,neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgwYpdKrMi_y5Gs9HCd4AaABAg.9WEMZiqNooN9dDHCzdAS0U,2022-07-08T09:34:10Z,Leo Mutombo,https://www.youtube.com/watch?v=qPPiIv96Xpc,neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgzR4zZ-w0COraGSzOt4AaABAg,2021-12-21T23:20:20Z,Thomas Boyd,Your better off with Art Thomas.,neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,Ugzepyp_xGw_3Vs4Ndd4AaABAg,2021-12-21T17:23:38Z,Nino Goginashvili,You are the very best leader of the modern World. Österreich should be proud of you. ❤✨,neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgziCmeGPawGj4eR1eJ4AaABAg,2021-12-15T13:56:39Z,Johntay Holloman,Sebastian name equals 666 and his son name equals 777 🤔,neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgzORZlg9dU2N4FMnmt4AaABAg,2021-12-14T09:38:26Z,Benjamin Legerer,"Das was dieser ""Mann"" mit Österreich gemacht hat ist vorsätzliche Volksverrat auf höchster Ebene ! Und lässt sich auch noch brav seinen Lohn weiter zahlen obwohl er nichts mehr tut. Ja wir Steuerzahler sind echt die beste Herde, wir finanzieren dich gern armer Basti, für dass das du stets sein Bestes gegeben hast",neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgwzkTvQc3HvR-FDV1l4AaABAg,2021-12-13T22:38:42Z,Magical Cat,"Ja, es ist echt traurig. Das möchte ich auch noch einmal sagen, obwohl ich keine Kapitalistin bin und auch sonst bestimmt nicht in allen Punkten übereinstimme. Aber ich sehe die Situation, dass jemand gemobbt wurde und Opfer einer bitterbösen Intrige. Und dass die Justiz, die Individuen vor solchen Dingen schützen sollte, wieder einmal tut, was ich selbst an meiner Person erlebte und mir sicher bin, dass es sich oft so abspielt, nicht das Opfer schützt, sondern sich von den Mobbern mitreißen lässt und das Opfer als Täter darstellt. Kein Rückhalt. 
Ich dachte immer, solche Geschichten spielen sich im Kleinen und Verborgenen ab, vielleicht weil es nicht genug Leute mitbekommen und weil die, die es mitbekommen vielleicht nicht einflussreich genug sind. Aber in ihrem Fall hat sich das Ganze vor den Augen einer ganzen Nation und noch mehr ertragen mit den stärksten Kontakten in der Politik, die man wahrscheinlich haben kann und als einflussreichste Person, die man sein kann. Und nicht mal dann ist man sicher und kann sich verlassen. 
Ja, ich wünsche Ihnen, dass sie irgendwann ihre Unschuld beweisen können. Aber vor wem überhaupt? Und wie sollen die das noch wert sein? 
Alles Gute! Ich sehe meinen Wert, muss ich sagen, leider auch nur noch im Privaten, bzw. bin froh über mein Privatleben. Habe mich auch weitgehend zurückgezogen. Denn einerseits soll man arbeiten, und wenn mans dann macht, kriegt man auch nur das Gegenteil von Dank. Dann ist es am besten man macht das, womit man sich selber wohler fühlt. Denn es hat keinen Sinn, auf irgendetwas anderes zu hören.",neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,Ugw7cu6BzbjWMmEXG1Z4AaABAg,2021-12-12T12:52:07Z,Maximilianus of Marcha Orientalis,"Ohne Kurz keine neue Volkspartei. Niemand hat die schwarze ÖVP gewählt. Die ist nach Jahrzehnten der Tatenlosigkeit auf den dritten Platz gefallen. Nur Kurz konnte sie noch retten mit einer Totalerneuerung und Entmachtung der Schattenfürsten oder Wahlverlierern  wie Busek, Mitterlehner und Co. Warum freuen sich alle roten Medien jetzt? Weil Kurz endlich weg ist. Weil er endlich aufgegeben hat. Jetzt ist die ÖVP wieder zähmbar. Jetzt kann man die bürgerliche Mehrheit wieder ordentlich unterdrücken und das korrupte Tagesgeschäft unter rotem Deckmantel weiterführen. Die Demokratie geht nicht nur in Deutschland zugrunde. Sondern Schritt für Schritt überall in Europa. Getrieben von Verschwörungstheorien linker Propagandisten wie Peter Pilz und medialer Massendesinformation. Kurz hat respektvoller und ehrenhafter gehandelt als jeder andere im Parlament- hätte er oder sie sich in seiner Situation wiedergefunden. Er wurde mehrmals und mehrheitlich mit seiner Partei ins Kanzleramt gewählt. Und nur durch einen Dramaputsch und persönliche Hetze konnte die machtlose und nichtsnutzige SPÖ es schaffen sie wieder zu Fall zu bringen. Gratulation. Was wirklich zu Fall gebracht wurde war der Glaube daran, dass man in unserer Republik noch erwarten kann, dass der Mehrheitswille durchgesetzt wird und nicht diverse Netzwerke  in Justiz und Medien (teils aus dem  Ausland) mehr beeinflussen können als die Wähler. Egal ob jetzt als nächstes das rote Kasperltheater fortgesetzt wird und wir zur Freude der BRD-Hetzer wieder durch die SPÖ zur Schoßhundnation deutscher Interessen werden oder ob ein schlechter Verlierer und stumpfer Schreihals wie Herbert Kickl die Macht übernehmen um ein Jahr später von seinen vermeintlichen Anti-Kurz Kollegen selbst abgeschossen zu werden. Österreich ist das wahre Opfer der Ereignisse in diesem Jahr. Oder besser gesagt- all der niederträchtigen Machenschaften die schon vor dem Ausgang der Wahl in 2017 ihren Anlauf nahmen.",neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgzQL03x2rifRY3vZEF4AaABAg.9VplTpkL_bT9fsY2B60a32,2022-09-12T12:32:08Z,Leo Mutombo,https://www.youtube.com/watch?v=qPPiIv96Xpc,neutral
UCAa7V7ZM0_hhszN_GYEl0Sg,fcmihz0gz_k,UgzQL03x2rifRY3vZEF4AaABAg.9VplTpkL_bT9dDGvGbGJGU,2022-07-08T09:31:36Z,Leo Mutombo,https://www.youtube.com/watch?v=qPPiIv96Xpc,neutral
